dataset,time
1.0.HCount.1.25usd,5.88097810745239
1.0.HCount.10usd,4.90116477012634
1.0.HCount.2.5usd,6.04858493804932
1.0.HCount.Mid10to50,6.05497288703918
1.0.HCount.Ofcl,5.42648339271545
1.0.HCount.Poor4uds,6.51860642433167
1.0.HCount.Vul4to10,6.44304180145264
1.0.PGap.1.25usd,6.93164300918579
1.0.PGap.10usd,6.27020049095154
1.0.PGap.2.5usd,7.56338000297546
1.0.PGap.Mid10to50,7.51299428939819
1.0.PGap.Poor4uds,7.73295378684998
1.0.PGap.Vul4to10,9.03485321998596
1.0.PSev.1.25usd,11.4827387332916
1.0.PSev.10usd,9.33197045326233
1.0.PSev.2.5usd,8.91976928710938
1.0.PSev.Mid10to50,7.12604427337646
1.0.PSev.Poor4uds,6.96803689002991
1.0.PSev.Vul4to10,7.04471063613892
1.1.HCount.1.25usd,6.98219084739685
1.1.HCount.2.5usd,7.3227162361145
1.1.HCount.Mid10to50,8.30670666694641
1.1.HCount.Ofcl,6.98406863212585
1.1.HCount.Poor4uds,7.98887205123901
1.1.HCount.Vul4to10,8.16529870033264
1.1.PGap.1.25usd,7.59941172599792
1.1.PGap.2.5usd,7.68808674812317
1.1.PGap.Mid10to50,7.86866497993469
1.1.PGap.Poor4uds,7.5875825881958
1.1.PGap.Vul4to10,7.39047765731812
1.1.PSev.1.25usd,7.59577775001526
1.1.PSev.2.5usd,7.55159497261047
1.1.PSev.Mid10to50,7.71569180488586
1.1.PSev.Poor4uds,7.33512401580811
1.1.PSev.Vul4to10,7.71666312217712
1.2.HCount.1.25usd,7.71228694915771
1.2.HCount.2.5usd,7.88163709640503
1.2.HCount.Mid10to50,8.0808539390564
1.2.HCount.Ofcl,6.46130037307739
1.2.HCount.Poor4uds,10.1649518013
1.2.HCount.Vul4to10,11.0006513595581
1.2.PGap.1.25usd,10.9395141601562
1.2.PGap.2.5usd,11.1064438819885
1.2.PGap.Mid10to50,8.08787155151367
1.2.PGap.Poor4uds,7.99835801124573
1.2.PGap.Vul4to10,7.89840936660767
1.2.PSev.1.25usd,7.72792601585388
1.2.PSev.2.5usd,8.02043151855469
1.2.PSev.Mid10to50,8.01648116111755
1.2.PSev.Poor4uds,8.13745212554932
1.2.PSev.Vul4to10,7.85296750068665
2.0.cov.C6G,8.16682958602905
2.0.cov.Cel,8.18353652954102
2.0.cov.Ele,8.20345258712769
2.0.cov.Int,8.37895083427429
2.0.cov.Math.pl_2.all,8.37036681175232
2.0.cov.Math.pl_2.prv,7.24436974525452
2.0.cov.Math.pl_2.pub,7.06357645988464
2.0.cov.Math.pl_3.all,8.70453977584839
2.0.cov.Math.pl_3.prv,6.8252854347229
2.0.cov.Math.pl_3.pub,6.9761426448822
2.0.cov.Read.pl_2.all,8.29792237281799
2.0.cov.Read.pl_2.prv,7.05507206916809
2.0.cov.Read.pl_2.pub,7.219801902771
2.0.cov.Read.pl_3.all,8.85607886314392
2.0.cov.Read.pl_3.prv,7.29824090003967
2.0.cov.Read.pl_3.pub,7.11806488037109
2.0.cov.San,8.42570543289185
2.0.cov.Sch,8.88553738594055
2.0.cov.Scie.pl_2.all,8.71419668197632
2.0.cov.Scie.pl_2.prv,7.55547499656677
2.0.cov.Scie.pl_2.pub,7.56582713127136
2.0.cov.Scie.pl_3.all,9.19530844688416
2.0.cov.Scie.pl_3.prv,7.37245440483093
2.0.cov.Scie.pl_3.pub,7.3140184879303
2.0.cov.Wat,8.81078910827637
2.0.hoi.C6G,10.0242395401001
2.0.hoi.Cel,12.7409253120422
2.0.hoi.Ele,12.7342014312744
2.0.hoi.Int,11.5338342189789
2.0.hoi.Math.pl_2.all,8.11579608917236
2.0.hoi.Math.pl_2.prv,6.84939551353455
2.0.hoi.Math.pl_2.pub,6.92825150489807
2.0.hoi.Math.pl_3.all,8.58036255836487
2.0.hoi.Math.pl_3.prv,7.30582427978516
2.0.hoi.Math.pl_3.pub,7.34232497215271
2.0.hoi.Read.pl_2.all,10.0607938766479
2.0.hoi.Read.pl_2.prv,10.6076471805573
2.0.hoi.Read.pl_2.pub,10.5337154865265
2.0.hoi.Read.pl_3.all,12.4051334857941
2.0.hoi.Read.pl_3.prv,10.6031858921051
2.0.hoi.Read.pl_3.pub,10.6057560443878
2.0.hoi.San,8.71189069747925
2.0.hoi.Sch,8.74567461013794
2.0.hoi.Scie.pl_2.all,8.5898060798645
2.0.hoi.Scie.pl_2.prv,7.23255324363708
2.0.hoi.Scie.pl_2.pub,7.10248494148254
2.0.hoi.Scie.pl_3.all,8.85361099243164
2.0.hoi.Scie.pl_3.prv,7.38343143463135
2.0.hoi.Scie.pl_3.pub,7.0710563659668
2.0.hoi.Wat,8.74316930770874
2.01.01.02.nabase,13.3940527439117
2.01.03.01.prcpbase,12.3097960948944
2.04.01.01.excncpt,11.8995723724365
2.1_PRE.PRIMARY.GER,8.34270882606506
2.2_GIR,9.40147376060486
2.3_GIR.GPI,12.8491208553314
2.4_OOSC.RATE,10.8652732372284
2.5_PCR,10.4534194469452
2.6_PCR.GPI,8.05842900276184
2.7_PRI.SEC.TRANSITION.RATE,8.56168746948242
2.8_LOW.SEC.COMPLETION.RATE,8.70927739143372
3.0.Atkin.0.5,8.21602201461792
3.0.Atkin.1,8.23828363418579
3.0.Atkin.2,8.23329162597656
3.0.GenEnt-1,10.2795867919922
3.0.GenEnt2,11.0542016029358
3.0.Gini,11.1996252536774
3.0.Gini_nozero,10.9914309978485
3.0.IncShr.q1,11.1836318969727
3.0.IncShr.q2,10.1023457050323
3.0.IncShr.q3,7.42405772209167
3.0.IncShr.q4,7.54054522514343
3.0.IncShr.q5,7.3473973274231
3.0.MLongDev0,7.38556146621704
3.0.Rate75-25,7.45583772659302
3.0.Rate90-10,7.22984528541565
3.0.TheilInd1,7.90289115905762
